20190525193518,10.0.0.2,39689,10.0.0.1,5001,3,0.0-1.0,3276800,26214400
20190525193519,10.0.0.2,39689,10.0.0.1,5001,3,1.0-2.0,4456448,35651584
20190525193520,10.0.0.2,39689,10.0.0.1,5001,3,2.0-3.0,4849664,38797312
20190525193521,10.0.0.2,39689,10.0.0.1,5001,3,3.0-4.0,5111808,40894464
20190525193522,10.0.0.2,39689,10.0.0.1,5001,3,4.0-5.0,5111808,40894464
20190525193523,10.0.0.2,39689,10.0.0.1,5001,3,5.0-6.0,5505024,44040192
20190525193524,10.0.0.2,39689,10.0.0.1,5001,3,6.0-7.0,5373952,42991616
20190525193525,10.0.0.2,39689,10.0.0.1,5001,3,7.0-8.0,5373952,42991616
20190525193526,10.0.0.2,39689,10.0.0.1,5001,3,8.0-9.0,5505024,44040192
20190525193527,10.0.0.2,39689,10.0.0.1,5001,3,9.0-10.0,5242880,41943040
20190525193528,10.0.0.2,39689,10.0.0.1,5001,3,10.0-11.0,5767168,46137344
20190525193529,10.0.0.2,39689,10.0.0.1,5001,3,11.0-12.0,5767168,46137344
20190525193530,10.0.0.2,39689,10.0.0.1,5001,3,12.0-13.0,5636096,45088768
20190525193531,10.0.0.2,39689,10.0.0.1,5001,3,13.0-14.0,5767168,46137344
20190525193532,10.0.0.2,39689,10.0.0.1,5001,3,14.0-15.0,5898240,47185920
20190525193533,10.0.0.2,39689,10.0.0.1,5001,3,15.0-16.0,5505024,44040192
20190525193534,10.0.0.2,39689,10.0.0.1,5001,3,16.0-17.0,5505024,44040192
20190525193535,10.0.0.2,39689,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20190525193536,10.0.0.2,39689,10.0.0.1,5001,3,18.0-19.0,5505024,44040192
20190525193537,10.0.0.2,39689,10.0.0.1,5001,3,19.0-20.0,5898240,47185920
20190525193538,10.0.0.2,39689,10.0.0.1,5001,3,20.0-21.0,5505024,44040192
20190525193539,10.0.0.2,39689,10.0.0.1,5001,3,21.0-22.0,5505024,44040192
20190525193540,10.0.0.2,39689,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20190525193541,10.0.0.2,39689,10.0.0.1,5001,3,23.0-24.0,5373952,42991616
20190525193542,10.0.0.2,39689,10.0.0.1,5001,3,24.0-25.0,6029312,48234496
20190525193543,10.0.0.2,39689,10.0.0.1,5001,3,25.0-26.0,5373952,42991616
20190525193544,10.0.0.2,39689,10.0.0.1,5001,3,26.0-27.0,5505024,44040192
20190525193545,10.0.0.2,39689,10.0.0.1,5001,3,27.0-28.0,5898240,47185920
20190525193546,10.0.0.2,39689,10.0.0.1,5001,3,28.0-29.0,5505024,44040192
20190525193547,10.0.0.2,39689,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
20190525193548,10.0.0.2,39689,10.0.0.1,5001,3,30.0-31.0,5505024,44040192
20190525193549,10.0.0.2,39689,10.0.0.1,5001,3,31.0-32.0,5898240,47185920
20190525193550,10.0.0.2,39689,10.0.0.1,5001,3,32.0-33.0,5373952,42991616
20190525193551,10.0.0.2,39689,10.0.0.1,5001,3,33.0-34.0,5505024,44040192
20190525193552,10.0.0.2,39689,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20190525193553,10.0.0.2,39689,10.0.0.1,5001,3,35.0-36.0,5505024,44040192
20190525193554,10.0.0.2,39689,10.0.0.1,5001,3,36.0-37.0,5898240,47185920
20190525193555,10.0.0.2,39689,10.0.0.1,5001,3,37.0-38.0,5505024,44040192
20190525193556,10.0.0.2,39689,10.0.0.1,5001,3,38.0-39.0,5898240,47185920
20190525193557,10.0.0.2,39689,10.0.0.1,5001,3,39.0-40.0,5373952,42991616
20190525193558,10.0.0.2,39689,10.0.0.1,5001,3,40.0-41.0,5898240,47185920
20190525193559,10.0.0.2,39689,10.0.0.1,5001,3,41.0-42.0,5505024,44040192
20190525193600,10.0.0.2,39689,10.0.0.1,5001,3,42.0-43.0,5505024,44040192
20190525193601,10.0.0.2,39689,10.0.0.1,5001,3,43.0-44.0,5898240,47185920
20190525193602,10.0.0.2,39689,10.0.0.1,5001,3,44.0-45.0,5373952,42991616
20190525193603,10.0.0.2,39689,10.0.0.1,5001,3,45.0-46.0,6029312,48234496
20190525193604,10.0.0.2,39689,10.0.0.1,5001,3,46.0-47.0,5373952,42991616
20190525193605,10.0.0.2,39689,10.0.0.1,5001,3,47.0-48.0,5242880,41943040
20190525193606,10.0.0.2,39689,10.0.0.1,5001,3,48.0-49.0,5505024,44040192
20190525193607,10.0.0.2,39689,10.0.0.1,5001,3,49.0-50.0,5505024,44040192
20190525193608,10.0.0.2,39689,10.0.0.1,5001,3,50.0-51.0,5636096,45088768
20190525193609,10.0.0.2,39689,10.0.0.1,5001,3,51.0-52.0,5505024,44040192
20190525193610,10.0.0.2,39689,10.0.0.1,5001,3,52.0-53.0,5636096,45088768
20190525193611,10.0.0.2,39689,10.0.0.1,5001,3,53.0-54.0,6029312,48234496
20190525193612,10.0.0.2,39689,10.0.0.1,5001,3,54.0-55.0,5505024,44040192
20190525193613,10.0.0.2,39689,10.0.0.1,5001,3,55.0-56.0,5636096,45088768
20190525193614,10.0.0.2,39689,10.0.0.1,5001,3,56.0-57.0,5505024,44040192
20190525193615,10.0.0.2,39689,10.0.0.1,5001,3,57.0-58.0,5636096,45088768
20190525193616,10.0.0.2,39689,10.0.0.1,5001,3,58.0-59.0,5505024,44040192
20190525193617,10.0.0.2,39689,10.0.0.1,5001,3,59.0-60.0,5636096,45088768
20190525193617,10.0.0.2,39689,10.0.0.1,5001,3,0.0-60.0,332005376,44265316
